year,series_name,match_type,match_no,match_date,match_winning_team,match_toss,innings,ball_no,over_no,ball_commentary
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,139,1,"Chahal to Chris Lynn, out Rohit Run Out!! A mix-up out there, and Rohit's gone! Oh dear. He was really keen for the single, but from halfway down Lynn sends him back. It's too late. Slightly short ball just outside off, Lynn mistimes the cut in between two fielders at cover and cover-point. He takes a couple of steps initially, which really sets Rohit off. But then Lynn backs out. And with Kohli swooping onto the ball, there's no getting back. Massive blow. Will it weigh on Lynn now? Rohit run out (Kohli/Chahal) 19(15) [4s-1 6s-1]"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,140,1,"Chahal to Chris Lynn, THATS OUT!! Run Out!!"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,141,1,"Chahal to Rohit, 1 run, nudged into the on-side"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,142,1,"Chahal to Rohit, SIX, oh this is delightful from Rohit. Flighted up from Chahal, and the footwork from the MI captain to get to the ball is what makes this shot. Dances down, just chips it through the line over mid-on and the timing is such that it's gone all the way"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,143,1,"Chahal to Chris Lynn, 1 run, slow on middle, the leg-break this time and Lynn punches to long-off"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,144,1,"Chahal to Chris Lynn, FOUR, doesn't pick the googly, but the inside edge saves him. Length ball turning in from off, Lynn clears the front leg to flat-bat it through the covers expecting it to go away. Eventually the ball takes a thick inside edge past leg stump"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,145,1,"Chahal to Chris Lynn, no run, pushes it through flat on middle stump. It's a length ball that slides through and Lynn watches it cautiously in defence"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,146,1,"Yuzvendra Chahal, right-arm leg break, comes into the attack"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,147,1,Chahal in early. Slip in place
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,148,1,"Siraj to Rohit, 2 runs, back of a length on middle and leg, Rohit clips it through midwicket for two"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,149,1,"Siraj to Rohit, FOUR, finally the first boundary. Goes through with the lofted drive off a length ball and just gets it over mid-off. Has managed to clear Jamieson there"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,150,1,"Siraj to Rohit, no run, full ball slanting in on leg, Rohit tries clipping it away but it nips in off the seam and hits the front pad. Would've missed leg stump"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,151,1,"Siraj to Rohit, no run, they're itching to break loose. But it's not coming off. Short of length, stays low and goes below Rohit's attempted pull. Goes on the bounce to the keeper diving across"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,152,1,"Siraj to Rohit, no run, tries driving a length ball on the up but mistimes it to mid-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,153,1,"Siraj to Rohit, no run, back of a length around off, ball stops on Rohit as he looks to punch through the off-side. Goes off the inside half to midwicket. Doesn't look like a high-scoring game is on the cards today"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,154,1,"Jamieson to Chris Lynn, no run, Lynn tries to break the shackles with a charge down the pitch, and is lucky he hasn't chopped it back onto his stumps. Short of length, Lynn slashes hard after making room but gets a thick bottom edge past off stump"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,155,1,"Jamieson to Chris Lynn, no run, back of a length, Lynn blocks it from the crease"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,156,1,"Jamieson to Chris Lynn, no run, an edge that falls short of first slip. Clearly the lack of pace in the pitch on display here. Lynn went hard on the drive as Jamieson pitched it up, genuine edge, but on the bounce to the fielder diving to his left"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,157,1,"Jamieson to Chris Lynn, no run, pitched up around off, Lynn drives to mid-off. The ball doesn't seem to be coming on all that well, at least that's the early impression"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,158,1,"Jamieson to Chris Lynn, no run, back of a length on leg, Lynn is struck on the thigh pad looking to pull it away"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,159,1,"STAT: MI last five games at Chepauk: W W W W W, RCB last five games at Chepauk: L L L L L"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,160,1,"Jamieson to Rohit, 1 run, Jamieson introduces himself to the IPL with an in-ducker. Really full, bending in on middle, Rohit digs it out wide of mid-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,161,1,"Kyle Jamieson, right-arm fast medium, comes into the attack"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,162,1,"Siraj to Rohit, 1 run, back of a length delivery on off, Rohit tucks it through to deep square leg where a fielder was brought in at some point during the over"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,163,1,"Siraj to Rohit, no run, short of length delivery on off, Rohit is right behind the line in defence"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,164,1,"Siraj to Rohit, 2 runs, short of length around the hip, Rohit whips it wide of fine leg, gets back for two"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,165,1,"Siraj to Rohit, no run, indications of the pace of this surface, and the bounce. Back of a length, probably wasn't there to pull in any case. Rohit goes for it but the ball sneaks under him and strikes him on the thigh"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,166,1,"Siraj to Rohit, no run, full ball on middle, defended watchfully down the pitch"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,167,1,"Siraj to Rohit, 2 runs, straightaway into the pads. Siraj pitches it up but doesn't find much swing, leaning into middle and leg stumps and is clipped away for a couple through square leg. Rohit's away"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,168,1,Rohit and Chris Lynn are at the crease. Rohit is on strike. Siraj will open the attack
